ean,product,lines_count,product_norm,prod_tokens,match_item,match_category,score,is_food_corner_auto
4770047233698.0,DRINK MIX VODKA& WATERMELON 4% 330ML BUT.BEZZWR.,1,drink mix vodka watermelon 4 330ml but bezzwr,"['drink', 'vodka', 'watermelon', '4', '330ml', 'but', 'bezzwr']",,,0.17158469945355193,False
1941559953531.0,"PIWO ŻYWIEC BIAŁE 0,5L but.",7,piwo zywiec bia e 0 5l but,"['piwo', 'zywiec', 'bia', 'e', '0', '5l', 'but']",,,0.17142857142857143,False
5903191030106.0,Winston Black,4,winston black,"['winston', 'black']",,,0.17142857142857143,False
5902573011207.0,"LUBELSKA WIŚNIÓWKA 0,09L 28%",1,lubelska wisniowka 0 09l 28,"['lubelska', 'wisniowka', '0', '09l', '28']",,,0.17142857142857143,False
5902573009365.0,LUBELSKA  Cytrynówka 0.5 l (500ml),1,lubelska cytrynowka 0 5 l 500ml,"['lubelska', 'cytrynowka', '0', '5', '500ml']",,,0.17142857142857143,False
8711300999896.0,Captain Morgan Rum biały z dodatkiem limonki mojito 250 ml,1,captain morgan rum bia y z dodatkiem limonki mojito 250 ml,"['captain', 'morgan', 'rum', 'bia', 'y', 'dodatkiem', 'limonki', 'mojito', '250']",,,0.17142857142857143,False
5903621222149.0,Papierosy RGD BLUE superslim,1,papierosy rgd blue superslim,"['papierosy', 'rgd', 'blue', 'superslim']",,,0.17142857142857143,False
5900334019578.0,Nestea Peach 0.5l,1,nestea peach 0 5l,"['nestea', 'peach', '0', '5l']",,,0.17142857142857143,False
5901588402024.0,E. Wedel WW Mleczna czekolada & krem o smaku jagodzianki 47 g ,1,e wedel ww mleczna czekolada krem o smaku jagodzianki 47 g,"['e', 'wedel', 'ww', 'mleczna', 'czekolada', 'krem', 'o', 'smaku', 'jagodzianki', '47']",,,0.17093023255813952,False
5900353701539.0,Zozole Hello Żelo Żelki o smaku arbuza 75 g,1,zozole hello zelo zelki o smaku arbuza 75 g,"['zozole', 'hello', 'zelo', 'zelki', 'o', 'smaku', 'arbuza', '75']",,,0.1706666666666667,False
5900552000440.0,Gellwe Cukier wanilinowy 16 g ,1,gellwe cukier wanilinowy 16 g,"['gellwe', 'cukier', 'wanilinowy', '16']",,,0.17049180327868851,False
5902573011177.0,"LUBELSKA CYTRYNÓWKA 0,09L 28%",4,lubelska cytrynowka 0 09l 28,"['lubelska', 'cytrynowka', '0', '09l', '28']",,,0.17021276595744683,False
59072232.0,Papierosy LD BLUE superslim,2,papierosy ld blue superslim,"['papierosy', 'ld', 'blue', 'superslim']",,,0.17021276595744683,False
59020172.0,Papierosy CAMEL YELLOW soft,1,papierosy camel yellow soft,"['papierosy', 'camel', 'yellow', 'soft']",,,0.17021276595744683,False
5905009025007.0,FRoSTA Złote paluszki rybne 300 g (10 sztuk),1,frosta z ote paluszki rybne 300 g 10 sztuk,"['frosta', 'ote', 'paluszki', 'rybne', '300', '10']",,,0.17,False
5903621632924.0,TEREA BLUE wkład,6,terea blue wk ad,"['terea', 'blue', 'wk', 'ad']",,,0.1696969696969697,False
59072171.0,Papierosy CAMEL YELLOW,2,papierosy camel yellow,"['papierosy', 'camel', 'yellow']",,,0.1696969696969697,False
20040154.0,chleb wieloziarnisty,2,chleb wieloziarnisty,"['chleb', 'wieloziarnisty']",,,0.1696969696969697,False
5903621881926.0,RGD BRIGHT SSL ,1,rgd bright ssl,"['rgd', 'bright', 'ssl']",,,0.1696969696969697,False
4751027951139.0,Red Delight Czekolada mleczna z orzechami laskowymi i orzechami makadamia 26 g,1,red delight czekolada mleczna z orzechami laskowymi i orzechami makadamia 26 g,"['red', 'delight', 'czekolada', 'mleczna', 'orzechami', 'laskowymi', 'orzechami', 'makadamia', '26']",,,0.1696969696969697,False
5905658902841.0,Papierosy KENT BLUE 100's,2,papierosy kent blue 100 s,"['papierosy', 'kent', 'blue', '100']",,,0.16923076923076924,False
9002975378895.0,Haribo Żelki owocowe 160 g,1,haribo zelki owocowe 160 g,"['haribo', 'zelki', 'owocowe', '160']",,,0.16923076923076924,False
59023616.0,Papierosy P&S Parker&Simpson RED,1,papierosy p s parker simpson red,"['papierosy', 'p', 'parker', 'simpson', 'red']",,,0.16923076923076924,False
5711953184833.0,Milka Napój mleczny z czekoladą Milka 220 ml ,1,milka napoj mleczny z czekolada milka 220 ml,"['milka', 'napoj', 'mleczny', 'czekolada', 'milka', '220']",,,0.16901408450704225,False
4014500509457.0,Zott Zottarella Classic Ser mozzarella 125 g,1,zott zottarella classic ser mozzarella 125 g,"['zott', 'zottarella', 'classic', 'ser', 'mozzarella', '125']",,,0.16891891891891891,False
8001090725769.0,ARIEL KAPSULKI DO PRANIA (72) FOLIA ALL IN ONE PODS KOLOR,1,ariel kapsulki do prania 72 folia all in one pods kolor,"['ariel', 'kapsulki', 'prania', '72', 'folia', 'all', 'in', 'one', 'pods', 'kolor']",,,0.1688073394495413,False
5900014004245.0,Harnaś Piwo jasne pełne 500 ml,10,harnas piwo jasne pe ne 500 ml,"['harnas', 'piwo', 'jasne', 'pe', 'ne', '500']",,,0.16842105263157894,False
5907471201330.0,Słonecznik turecki Slonpol 100g,3,s onecznik turecki slonpol 100g,"['onecznik', 'turecki', 'slonpol', '100g']",,,0.16842105263157894,False
5905658902810.0,Papierosy KENT RED 100's,2,papierosy kent red 100 s,"['papierosy', 'kent', 'red', '100']",,,0.16842105263157894,False
5903538900628.0,"PIWO ŁOMŻA JASNE 500ML 0,5L butelka",2,piwo omza jasne 500ml 0 5l butelka,"['piwo', 'omza', 'jasne', '500ml', '0', '5l']",,,0.16842105263157894,False
5902729028592.0,Orzechy włoskie Haps 30,1,orzechy w oskie haps 30,"['orzechy', 'oskie', 'haps', '30']",,,0.16842105263157894,False
4334035018942.0,"Wino Char. 0,75l ",1,wino char 0 75l,"['wino', 'char', '0', '75l']",,,0.16842105263157894,False
5900259018519.0,Chipsy fromage Lay's,1,chipsy fromage lay s,"['chipsy', 'fromage', 'lay']",,,0.16842105263157894,False
20010034.0,cytryna luz,1,cytryna luz,"['cytryna', 'luz']",,,0.16842105263157894,False
9772300570000.0,MIESIĘCZNIK CAŁA TY,1,miesiecznik ca a ty,"['miesiecznik', 'ca', 'ty']",,,0.16842105263157894,False
5900465173033.0,Bobini szamp+pł.kap.malina 400ml,1,bobini szamp+p kap malina 400ml,"['bobini', 'szamp+p', 'kap', 'malina', '400ml']",,,0.16842105263157894,False
5901359412030.0,Dębowe Dojrzałe Mocne Piwo jasne 500 ml,5,debowe dojrza e mocne piwo jasne 500 ml,"['debowe', 'dojrza', 'e', 'mocne', 'piwo', 'jasne', '500']",,,0.16790123456790124,False
5900259127624.0,Oven baked Grilled Paprika Lay's 110g,1,oven baked grilled paprika lay s 110g,"['oven', 'baked', 'grilled', 'paprika', 'lay', '110g']",,,0.16774193548387098,False
5905927002517.0,"PIWO PERŁA EXPORT 0,5L puszka",2,piwo per a export 0 5l puszka,"['piwo', 'per', 'export', '0', '5l']",,,0.16746268656716418,False
5903621242628.0,Papierosy MARLBORO RED 100s,2,papierosy marlboro red 100s,"['papierosy', 'marlboro', 'red', '100s']",,,0.1674418604651163,False
59006770.0,Papierosy WINSTON CLASSIC RED,2,papierosy winston classic red,"['papierosy', 'winston', 'classic', 'red']",,,0.1674418604651163,False
5902596118303.0,Alo Alo Original Napój aloesowy z sokiem winogronowym 500 ml,1,alo alo original napoj aloesowy z sokiem winogronowym 500 ml,"['alo', 'alo', 'original', 'napoj', 'aloesowy', 'sokiem', 'winogronowym', '500']",,,0.1674418604651163,False
5903621012351.0,Papierosy MARLBORO RED SOFT,1,papierosy marlboro red soft,"['papierosy', 'marlboro', 'red', 'soft']",,,0.1674418604651163,False
59063759.0,Papierosy LUCKY STRIKE RED 22',1,papierosy lucky strike red 22,"['papierosy', 'lucky', 'strike', 'red', '22']",,,0.1674418604651163,False
59072782.0,Tytoń papierosowy WINSTON RED,1,tyton papierosowy winston red,"['tyton', 'papierosowy', 'winston', 'red']",,,0.1674418604651163,False
59090427.0,Pepsi-Cola Napój gazowany o smaku cola 250 ml,1,pepsi-cola napoj gazowany o smaku cola 250 ml,"['pepsi-cola', 'napoj', 'gazowany', 'o', 'smaku', 'cola', '250']",,,0.1674418604651163,False
5900552039075.0,NAPÓJ FRUGO CZERWONE 250 ML,1,napoj frugo czerwone 250 ml,"['napoj', 'frugo', 'czerwone', '250']",,,0.1674418604651163,False
5900497030212.0,Pepsi-Cola Napój gazowany o smaku cola 330 ml,1,pepsi-cola napoj gazowany o smaku cola 330 ml,"['pepsi-cola', 'napoj', 'gazowany', 'o', 'smaku', 'cola', '330']",,,0.1674418604651163,False
5907509884061.0,Golden Filter Gilzy papierosowe 550 sztuk ,1,golden filter gilzy papierosowe 550 sztuk,"['golden', 'filter', 'gilzy', 'papierosowe', '550']",,,0.16716417910447762,False
3291810793474.0,Delifrance - Croissant z czekoladą  70g,1,delifrance - croissant z czekolada 70g,"['delifrance', '-', 'croissant', 'czekolada', '70g']",,,0.16716417910447762,False
87108019.0,Mentos Mint Cukierki do żucia 38 g,1,mentos mint cukierki do zucia 38 g,"['mentos', 'mint', 'cukierki', 'zucia', '38']",,,0.16716417910447762,False
5900343001939.0,Żubrówka Biała Wódka czysta 1 l,1,zubrowka bia a wodka czysta 1 l,"['zubrowka', 'bia', 'wodka', 'czysta', '1']",,,0.16716417910447762,False
5900497017909.0,"Mountain Dew Napój gazowany 1,5 l",1,mountain dew napoj gazowany 1 5 l,"['mountain', 'dew', 'napoj', 'gazowany', '1', '5']",,,0.16716417910447762,False
5904737000409.0,FRUCIAKI DRAZETKI O SMAKU MIETOWYM 16g - BAKOMA dystr.,1,fruciaki drazetki o smaku mietowym 16g - bakoma dystr,"['fruciaki', 'drazetki', 'o', 'smaku', 'mietowym', '16g', '-', 'bakoma', 'dystr']",,,0.16703296703296705,False
5900820012229.0,"Łaciate Mleko świeże 3,2 % 1 l",3,aciate mleko swieze 3 2 1 l,"['aciate', 'mleko', 'swieze', '3', '2', '1']",,,0.16666666666666669,False
5902573005510.0,"LUBELSKA CYTRYNÓWKA 0,200L 30%",2,lubelska cytrynowka 0 200l 30,"['lubelska', 'cytrynowka', '0', '200l', '30']",,,0.16666666666666669,False
5903621960027.0,Marlboro Gold,2,marlboro gold,"['marlboro', 'gold']",,,0.16666666666666669,False
5902451028105.0,KRESTO Nerkowce 100 g,1,kresto nerkowce 100 g,"['kresto', 'nerkowce', '100']",,,0.16666666666666669,False
5903621130857.0,Papierosy MARLBORO GOLD SOFT,1,papierosy marlboro gold soft,"['papierosy', 'marlboro', 'gold', 'soft']",,,0.16666666666666669,False
3250390576662.0,Sok grejpfrutowy 1 l,1,sok grejpfrutowy 1 l,"['sok', 'grejpfrutowy', '1']",,,0.16666666666666669,False
59072362.0,Papierosy LD GREEN superslim,1,papierosy ld green superslim,"['papierosy', 'ld', 'green', 'superslim']",,,0.16666666666666669,False
5903082111693.0,Kasztelan Piwo jasne miodowe 500 ml ,1,kasztelan piwo jasne miodowe 500 ml,"['kasztelan', 'piwo', 'jasne', 'miodowe', '500']",,,0.16603773584905662,False
4030600179031.0,Papierosy P&S Parker&Simpson BLUE,1,papierosy p s parker simpson blue,"['papierosy', 'p', 'parker', 'simpson', 'blue']",,,0.16603773584905662,False
5900562102059.0,Sokołów Premium Danie gotowe roladki wołowe 360 g,1,soko ow premium danie gotowe roladki wo owe 360 g,"['soko', 'ow', 'premium', 'danie', 'gotowe', 'roladki', 'wo', 'owe', '360']",,,0.16594202898550725,False
5900541011129.0,"Żywiec Zdrój Napój niegazowany jabłkowy smak 1,2 l",2,zywiec zdroj napoj niegazowany jab kowy smak 1 2 l,"['zywiec', 'zdroj', 'napoj', 'niegazowany', 'jab', 'kowy', 'smak', '1', '2']",,,0.16569407603890363,False
5900512300108.0,Mlekovita Masło Polskie ekstra 82% tł. 200 g,1,mlekovita mas o polskie ekstra 82 t 200 g,"['mlekovita', 'mas', 'o', 'polskie', 'ekstra', '82', 't', '200']",,,0.16566265060240964,False
5900343001854.0,Żubrówka Biała Wódka czysta 200 ml,2,zubrowka bia a wodka czysta 200 ml,"['zubrowka', 'bia', 'wodka', 'czysta', '200']",,,0.16551724137931034,False
5000112654455.0,Fanta Napój gazowany o smaku pomarańczowym 500 ml,1,fanta napoj gazowany o smaku pomaranczowym 500 ml,"['fanta', 'napoj', 'gazowany', 'o', 'smaku', 'pomaranczowym', '500']",,,0.16551724137931034,False
5449000054531.0,Fanta Napój gazowany o smaku pomarańczowym 330 ml,1,fanta napoj gazowany o smaku pomaranczowym 330 ml,"['fanta', 'napoj', 'gazowany', 'o', 'smaku', 'pomaranczowym', '330']",,,0.16551724137931034,False
59063711.0,Papierosy VOGUE BLEUE superslim,1,papierosy vogue bleue superslim,"['papierosy', 'vogue', 'bleue', 'superslim']",,,0.16551724137931034,False
5900259138446.0,Lay's Bugles Przekąski kukurydziane o smaku serowym 75 g ,1,lay s bugles przekaski kukurydziane o smaku serowym 75 g,"['lay', 'bugles', 'przekaski', 'kukurydziane', 'o', 'smaku', 'serowym', '75']",,,0.16551724137931034,False
5900531009013.0,Piątnica Bio Śmietana 18% 200 g,1,piatnica bio smietana 18 200 g,"['piatnica', 'bio', 'smietana', '18', '200']",,,0.16551724137931034,False
5900500037689.0,Hortex Nektar pomarańczowy 1 L,1,hortex nektar pomaranczowy 1 l,"['hortex', 'nektar', 'pomaranczowy', '1']",,,0.16551724137931034,False
5900552087434.0,NAPOJ FRUGO ORANZADA CZERWONA 500ML GAZ PUSZKA,4,napoj frugo oranzada czerwona 500ml gaz puszka,"['napoj', 'frugo', 'oranzada', 'czerwona', '500ml', 'gaz']",,,0.16507936507936508,False
5996379357379.0,Haribo Złote Misie Żelki owocowe 85 g,3,haribo z ote misie zelki owocowe 85 g,"['haribo', 'ote', 'misie', 'zelki', 'owocowe', '85']",,,0.16507936507936508,False
5996379357409.0,Haribo Tropifrutti Żelki owocowe 85 g,1,haribo tropifrutti zelki owocowe 85 g,"['haribo', 'tropifrutti', 'zelki', 'owocowe', '85']",,,0.16507936507936508,False
5900497280501.0,Mountain Dew Napój gazowany 500 ml,5,mountain dew napoj gazowany 500 ml,"['mountain', 'dew', 'napoj', 'gazowany', '500']",,,0.16470588235294117,False
5039023050117.0,"Pepsi Napój gazowany o smaku cola 0,85 l ",5,pepsi napoj gazowany o smaku cola 0 85 l,"['pepsi', 'napoj', 'gazowany', 'o', 'smaku', 'cola', '0', '85']",,,0.16470588235294117,False
8720182329868.0,Amino Zupa błyskawiczna kurkowa z prażoną cebulką i szczypiorkiem 61 g,1,amino zupa b yskawiczna kurkowa z prazona cebulka i szczypiorkiem 61 g,"['amino', 'b', 'yskawiczna', 'kurkowa', 'prazona', 'cebulka', 'szczypiorkiem', '61']",,,0.16470588235294117,False
5900531000300.0,Piątnica Twarożek 150 g,1,piatnica twarozek 150 g,"['piatnica', 'twarozek', '150']",,,0.16470588235294117,False
5900334006240.0,Tymbark Napój brzoskwinia pomarańcza 2 l,2,tymbark napoj brzoskwinia pomarancza 2 l,"['tymbark', 'napoj', 'brzoskwinia', 'pomarancza', '2']",,,0.1643835616438356,False
5900014004450.0,Somersby Apple Napój piwny o smaku jabłkowym 500 ml,2,somersby apple napoj piwny o smaku jab kowym 500 ml,"['somersby', 'apple', 'napoj', 'piwny', 'o', 'smaku', 'jab', 'kowym', '500']",,,0.16433566433566435,False
7622300784751.0,Milka Cake & Choc Ciastka biszkoptowe z kawałkami czekolady mlecznej 175 g (5 x 35 g),1,milka cake choc ciastka biszkoptowe z kawa kami czekolady mlecznej 175 g 5 x 35 g,"['milka', 'cake', 'choc', 'ciastka', 'biszkoptowe', 'kawa', 'kami', 'czekolady', 'mlecznej', '175', '5', 'x', '35']",,,0.16410767696909273,False
59072423.0,Papierosy WINSTON BLUE 100s,7,papierosy winston blue 100s,"['papierosy', 'winston', 'blue', '100s']",,,0.1641025641025641,False
5902899101637.0,Almette Puszysty serek twarogowy śmietankowy 150 g,1,almette puszysty serek twarogowy smietankowy 150 g,"['almette', 'puszysty', 'serek', 'twarogowy', 'smietankowy', '150']",,,0.1641025641025641,False
4820179256895.0,Reeva Zupa błyskawiczna o smaku sera i boczku 62 g,1,reeva zupa b yskawiczna o smaku sera i boczku 62 g,"['reeva', 'b', 'yskawiczna', 'o', 'smaku', 'sera', 'boczku', '62']",,,0.1641025641025641,False
5901359194653.0,Lech Piwo z napojem o smaku limonki i mięty 500 ml ,1,lech piwo z napojem o smaku limonki i miety 500 ml,"['lech', 'piwo', 'napojem', 'o', 'smaku', 'limonki', 'miety', '500']",,,0.163855421686747,False
5901687910048.0,Niefiltrowane Mirosław 500ml,2,niefiltrowane miros aw 500ml,"['niefiltrowane', 'miros', 'aw', '500ml']",,,0.16363636363636366,False
5903621262251.0,Papierosy CHESTERFIELD LINEA BLUE,1,papierosy chesterfield linea blue,"['papierosy', 'chesterfield', 'linea', 'blue']",,,0.16363636363636366,False
59063766.0,Papierosy LUCKY STRIKE BLUE 22',1,papierosy lucky strike blue 22,"['papierosy', 'lucky', 'strike', 'blue', '22']",,,0.16363636363636366,False
5902573004261.0,ŻOŁĄDKOWA Gorzka Wódka czysta De Luxe 0.5 l (500ml),4,zo adkowa gorzka wodka czysta de luxe 0 5 l 500ml,"['zo', 'adkowa', 'gorzka', 'wodka', 'czysta', 'de', 'luxe', '0', '5', '500ml']",,,0.1634871794871795,False
5900535015669.0,Romper Piwo 500 ml Strong 6% Mocne,15,romper piwo 500 ml strong 6 mocne,"['romper', 'piwo', '500', 'strong', '6', 'mocne']",,,0.163265306122449,False
5903621212652.0,Papierosy MARLBORO SELECTO BRIGHT,4,papierosy marlboro selecto bright,"['papierosy', 'marlboro', 'selecto', 'bright']",,,0.163265306122449,False
5900699109907.0,Warka Classic Piwo jasne 330 ml ,2,warka classic piwo jasne 330 ml,"['warka', 'classic', 'piwo', 'jasne', '330']",,,0.163265306122449,False
5902573011542.0,"LUBELSKA CHILL SPRITZ 21% 0,09L",1,lubelska chill spritz 21 0 09l,"['lubelska', 'chill', 'spritz', '21', '0', '09l']",,,0.163265306122449,False
5900531001031.0,Piątnica Śmietana 18 % 200 g,3,piatnica smietana 18 200 g,"['piatnica', 'smietana', '18', '200']",,,0.16296296296296298,False
5901939010014.0,Piątnica Śmietana 12% 200 g,2,piatnica smietana 12 200 g,"['piatnica', 'smietana', '12', '200']",,,0.16296296296296298,False
5900102025220.0,Wawel Croissant nadzienie kakaowe 50 g,1,wawel croissant nadzienie kakaowe 50 g,"['wawel', 'croissant', 'nadzienie', 'kakaowe', '50']",,,0.16296296296296298,False
5900471006677.0,Soplica pigwowa Likier 200 ml,1,soplica pigwowa likier 200 ml,"['soplica', 'pigwowa', 'likier', '200']",,,0.16296296296296298,False
20731373.0,"PIWO ŻYWIEC BIAŁE 0,5L BUT. ZW.",1,piwo zywiec bia e 0 5l but zw,"['piwo', 'zywiec', 'bia', 'e', '0', '5l', 'but', 'zw']",,,0.16271186440677968,False
5449000014535.0,"Napój Sprite 330ML 0,33L puszka",2,napoj sprite 330ml 0 33l puszka,"['napoj', 'sprite', '330ml', '0', '33l']",,,0.1625,False
5902121029647.0,Koral Lody Chmurka śmiet z cukrem90ml,1,koral lody chmurka smiet z cukrem90ml,"['koral', 'lody', 'chmurka', 'smiet', 'cukrem90ml']",,,0.1625,False
5996379357348.0,Haribo Złote Misie Żelki owocowe 175 g,1,haribo z ote misie zelki owocowe 175 g,"['haribo', 'ote', 'misie', 'zelki', 'owocowe', '175']",,,0.1625,False
5905256810029.0,"WODA JURAJSKA 0,5L CYTRYNOWA N/G",1,woda jurajska 0 5l cytrynowa n/g,"['woda', 'jurajska', '0', '5l', 'cytrynowa', 'n/g']",,,0.16231884057971016,False
5901713022622.0,Dawtona Sok ze słodkich buraków z cytryną 300 ml,5,dawtona sok ze s odkich burakow z cytryna 300 ml,"['dawtona', 'sok', 'odkich', 'burakow', 'cytryna', '300']",,,0.16216216216216217,False
5908241713749.0,Tropical Essence Wkład do odświeżacza powietrza 250 ml,2,tropical essence wk ad do odswiezacza powietrza 250 ml,"['tropical', 'essence', 'wk', 'ad', 'odswiezacza', 'powietrza', '250']",,,0.16216216216216217,False
8710993006478.0,BIBUŁKI BLETKI MASCOTTE SLIM SIZE MAGNETIC,2,bibu ki bletki mascotte slim size magnetic,"['bibu', 'ki', 'bletki', 'mascotte', 'slim', 'size', 'magnetic']",,,0.1620253164556962,False
3086123341852.0,BiC Megalighter Zapalniczka uniwersalna ,2,bic megalighter zapalniczka uniwersalna,"['bic', 'megalighter', 'zapalniczka', 'uniwersalna']",,,0.1620253164556962,False
8716976012153.0,marletto brazylijska karabelowa latte 400g,2,marletto brazylijska karabelowa latte 400g,"['marletto', 'brazylijska', 'karabelowa', 'latte', '400g']",,,0.1620253164556962,False
4840342017672.0,"WINO MUSCAT MIGDAL CZERWONE PŁS. 0,75L",1,wino muscat migdal czerwone p s 0 75l,"['wino', 'muscat', 'migdal', 'czerwone', 'p', '0', '75l']",,,0.1620253164556962,False
5901478004901.0,Velvet Chusteczki uniwersalne 3 warstwy 56 sztuk,1,velvet chusteczki uniwersalne 3 warstwy 56 sztuk,"['velvet', 'chusteczki', 'uniwersalne', '3', 'warstwy', '56']",,,0.1619047619047619,False
5201360532506.0,7 Days Doub!e Super Max Rogalik z nadzieniem o smaku waniliowym i wiśniowym 110 g,1,7 days doub e super max rogalik z nadzieniem o smaku waniliowym i wisniowym 110 g,"['7', 'days', 'doub', 'e', 'super', 'max', 'rogalik', 'nadzieniem', 'o', 'smaku', 'waniliowym', 'wisniowym', '110']",,,0.16051150895140665,False
5900877000248.0,Żubr Piwo jasne 500 ml,20,zubr piwo jasne 500 ml,"['zubr', 'piwo', 'jasne', '500']",,,0.16000000000000003,False
5900877000293.0,Żubr Piwo jasne 500 ml,9,zubr piwo jasne 500 ml,"['zubr', 'piwo', 'jasne', '500']",,,0.16000000000000003,False
5901559840008.0,Tatra Piwo jasne pełne 500 ml,8,tatra piwo jasne pe ne 500 ml,"['tatra', 'piwo', 'jasne', 'pe', 'ne', '500']",,,0.16000000000000003,False
5900497311502.0,"Pepsi-Cola Napój gazowany o smaku cola 1,5 l",5,pepsi-cola napoj gazowany o smaku cola 1 5 l,"['pepsi-cola', 'napoj', 'gazowany', 'o', 'smaku', 'cola', '1', '5']",,,0.16000000000000003,False
8680861069365.0,"Turbo guma do żucia 4,5 g",4,turbo guma do zucia 4 5 g,"['turbo', 'guma', 'zucia', '4', '5']",,,0.16000000000000003,False
5902176738853.0,Napój Dzik Mango Energy WK Dzik 500ml,3,napoj dzik mango energy wk dzik 500ml,"['napoj', 'dzik', 'mango', 'energy', 'wk', 'dzik', '500ml']",,,0.16000000000000003,False
5901359014951.0,"Tyskie Gronie, Plato 11,4",2,tyskie gronie plato 11 4,"['tyskie', 'gronie', 'plato', '11', '4']",,,0.16000000000000003,False
5903621160519.0,Papierosy MARLBORO MICRO GOLD,2,papierosy marlboro micro gold,"['papierosy', 'marlboro', 'micro', 'gold']",,,0.16000000000000003,False
5900512850023.0,Mlekovita Mleko spożywcze Polskie 2% tłuszczu 1l,2,mlekovita mleko spozywcze polskie 2 t uszczu 1l,"['mlekovita', 'mleko', 'spozywcze', 'polskie', '2', 't', 'uszczu', '1l']",,,0.16000000000000003,False
5900820000042.0,"Łaciate Mleko UHT 2,0 % 1 l",2,aciate mleko uht 2 0 1 l,"['aciate', 'mleko', 'uht', '2', '0', '1']",,,0.16000000000000003,False
5903938530562.0,Sour Patch Kids,2,sour patch kids,"['sour', 'patch', 'kids']",,,0.16000000000000003,False
4901276169049.0,"NAPÓJ JURAJSKA ICE TEA BRZOSKWINIA 0,5L",2,napoj jurajska ice tea brzoskwinia 0 5l,"['napoj', 'jurajska', 'ice', 'tea', 'brzoskwinia', '0', '5l']",,,0.16000000000000003,False
4820182742866.0,Flint - Sucharki o smaku kraba 70g,2,flint - sucharki o smaku kraba 70g,"['flint', '-', 'sucharki', 'o', 'smaku', 'kraba', '70g']",,,0.16000000000000003,False
5900014005105.0,Žatecký Piwo bezalkoholowe 500 ml,2,zatecky piwo bezalkoholowe 500 ml,"['zatecky', 'piwo', 'bezalkoholowe', '500']",,,0.16000000000000003,False
5902565210175.0,Cocoa Migdały w czekoladzie vegemilk BIO 70g,1,cocoa migda y w czekoladzie vegemilk bio 70g,"['cocoa', 'migda', 'y', 'czekoladzie', 'vegemilk', 'bio', '70g']",,,0.16000000000000003,False
5902057001748.0,Krasnystaw Kefir 420 g,1,krasnystaw kefir 420 g,"['krasnystaw', 'kefir', '420']",,,0.16000000000000003,False
5907604332078.0,Super Glue Klej 2 g,1,super glue klej 2 g,"['super', 'glue', 'klej', '2']",,,0.16000000000000003,False
5906554509011.0,Super Glue Klej 2 g,1,super glue klej 2 g,"['super', 'glue', 'klej', '2']",,,0.16000000000000003,False
7622210607874.0,Prince Polo XXL Kruchy wafelek kokos 50 g,1,prince polo xxl kruchy wafelek kokos 50 g,"['prince', 'polo', 'kruchy', 'wafelek', 'kokos', '50']",,,0.16000000000000003,False
5000159376655.0,Skittles Fruits Cukierki do żucia 38 g,1,skittles fruits cukierki do zucia 38 g,"['skittles', 'fruits', 'cukierki', 'zucia', '38']",,,0.16000000000000003,False
5053990161669.0,Pringles Paprika Chrupki 165 g,1,pringles paprika chrupki 165 g,"['pringles', 'paprika', 'chrupki', '165']",,,0.16000000000000003,False
5449000001085.0,"NAPÓJ NESTEA ICE TEA SŁONECZNA WIŚNIA 0,5L",1,napoj nestea ice tea s oneczna wisnia 0 5l,"['napoj', 'nestea', 'ice', 'tea', 'oneczna', 'wisnia', '0', '5l']",,,0.16000000000000003,False
4009900510813.0,Skittles Fruits Cukierki do żucia 95 g,1,skittles fruits cukierki do zucia 95 g,"['skittles', 'fruits', 'cukierki', 'zucia', '95']",,,0.16000000000000003,False
59007685.0,Papierosy WINSTON CLASSIC BLUE,1,papierosy winston classic blue,"['papierosy', 'winston', 'classic', 'blue']",,,0.16000000000000003,False
20010416.0,arbuz luz,1,arbuz luz,"['arbuz', 'luz']",,,0.16000000000000003,False
20040802.0,pączek,1,paczek,['paczek'],,,0.16000000000000003,False
5900700121164.0,Zapp Lody o smaku toffi 58 ml,1,zapp lody o smaku toffi 58 ml,"['zapp', 'lody', 'o', 'smaku', 'toffi', '58']",,,0.16000000000000003,False
5900820000011.0,"Łaciate Mleko UHT 3,2 % 1 l",1,aciate mleko uht 3 2 1 l,"['aciate', 'mleko', 'uht', '3', '2', '1']",,,0.16000000000000003,False
5900820020125.0,"Łaciate Mleko UHT bez laktozy 1,5 % 1 l",1,aciate mleko uht bez laktozy 1 5 1 l,"['aciate', 'mleko', 'uht', 'bez', 'laktozy', '1', '5', '1']",,,0.16000000000000003,False
5900864711348.0,Dan Cake Mufinka stracciatella 75 g,1,dan cake mufinka stracciatella 75 g,"['dan', 'cake', 'mufinka', 'stracciatella', '75']",,,0.16000000000000003,False
5900699108757.0,"Zywiec Apa CAN 0,50 4 Pack",1,zywiec apa can 0 50 4 pack,"['zywiec', 'apa', 'can', '0', '50', '4']",,,0.16000000000000003,False
5900535013986.0,Łomża piwo jasne bezalkoholowe VAN PUR S.A. 500ml,1,omza piwo jasne bezalkoholowe van pur s a 500ml,"['omza', 'piwo', 'jasne', 'bezalkoholowe', 'van', 'pur', '500ml']",,,0.16000000000000003,False
8714100666838.0,Knorr Nudle Zupa danie ser w ziołach 61 g,1,knorr nudle zupa danie ser w zio ach 61 g,"['knorr', 'nudle', 'danie', 'ser', 'zio', 'ach', '61']",,,0.15882990249187434,False
